event_type, timestamp, participant_id, condition, with_autocompletion, entered_content, start_time_in_s, end_time_in_s, duration_in_s
EventTypes.KEY_PRESSED,1621444586.991772,1,no_autocompletion_text_2,False,,1621444586.9917731,1621444586.9917734,0
EventTypes.KEY_PRESSED,1621444587.047743,1,no_autocompletion_text_2,False,S,1621444587.0477455,1621444587.0477457,0
EventTypes.KEY_PRESSED,1621444587.1793456,1,no_autocompletion_text_2,False,t,1621444587.1793473,1621444587.1793473,0
EventTypes.KEY_PRESSED,1621444587.3484068,1,no_autocompletion_text_2,False,a,1621444587.348409,1621444587.3484094,0
EventTypes.KEY_PRESSED,1621444587.4899805,1,no_autocompletion_text_2,False,r,1621444587.4899821,1621444587.4899824,0
EventTypes.KEY_PRESSED,1621444587.6280417,1,no_autocompletion_text_2,False,h,1621444587.628044,1621444587.6280444,0
EventTypes.KEY_PRESSED,1621444587.802099,1,no_autocompletion_text_2,False,a,1621444587.8021004,1621444587.8021004,0
EventTypes.KEY_PRESSED,1621444588.2868407,1,no_autocompletion_text_2,False,l,1621444588.2868423,1621444588.2868423,0
EventTypes.KEY_PRESSED,1621444588.5233538,1,no_autocompletion_text_2,False,e,1621444588.5233555,1621444588.5233557,0
EventTypes.KEY_PRESSED,1621444588.6026082,1,no_autocompletion_text_2,False,n,1621444588.6026103,1621444588.6026108,0
EventTypes.KEY_PRESSED,1621444589.2913532,1,no_autocompletion_text_2,False, ,1621444589.2913556,1621444589.291356,0
EventTypes.WORD_TYPED,1621444589.2914753,1,no_autocompletion_text_2,False,sich,1621444589.2914712,1621444587.047842,2.243629217147827
EventTypes.KEY_PRESSED,1621444589.4851718,1,no_autocompletion_text_2,False,s,1621444589.4851732,1621444589.4851735,0
EventTypes.KEY_PRESSED,1621444589.5723348,1,no_autocompletion_text_2,False,i,1621444589.572337,1621444589.5723376,0
EventTypes.KEY_PRESSED,1621444589.8129053,1,no_autocompletion_text_2,False,n,1621444589.8129067,1621444589.8129072,0
EventTypes.KEY_PRESSED,1621444590.4535186,1,no_autocompletion_text_2,False,,1621444590.4535203,1621444590.453521,0
EventTypes.KEY_PRESSED,1621444590.5294907,1,no_autocompletion_text_2,False,c,1621444590.529493,1621444590.5294938,0
EventTypes.KEY_PRESSED,1621444590.6665344,1,no_autocompletion_text_2,False,h,1621444590.6665363,1621444590.666537,0
EventTypes.KEY_PRESSED,1621444590.7954788,1,no_autocompletion_text_2,False, ,1621444590.7954803,1621444590.7954805,0
EventTypes.WORD_TYPED,1621444590.795552,1,no_autocompletion_text_2,False,in,1621444590.79555,1621444590.529585,0.26596522331237793
EventTypes.KEY_PRESSED,1621444590.9636667,1,no_autocompletion_text_2,False,i,1621444590.9636679,1621444590.963668,0
EventTypes.KEY_PRESSED,1621444591.0824249,1,no_autocompletion_text_2,False,n,1621444591.082427,1621444591.0824275,0
EventTypes.KEY_PRESSED,1621444591.151366,1,no_autocompletion_text_2,False, ,1621444591.1513674,1621444591.1513677,0
EventTypes.WORD_TYPED,1621444591.1514418,1,no_autocompletion_text_2,False,das,1621444591.1514397,1621444590.963789,0.1876506805419922
EventTypes.KEY_PRESSED,1621444591.3337002,1,no_autocompletion_text_2,False,d,1621444591.3337016,1621444591.3337018,0
EventTypes.KEY_PRESSED,1621444591.4821067,1,no_autocompletion_text_2,False,a,1621444591.482109,1621444591.4821095,0
EventTypes.KEY_PRESSED,1621444591.6598327,1,no_autocompletion_text_2,False,s,1621444591.6598346,1621444591.6598346,0
EventTypes.KEY_PRESSED,1621444591.8985326,1,no_autocompletion_text_2,False, ,1621444591.8985343,1621444591.8985348,0
EventTypes.WORD_TYPED,1621444591.898661,1,no_autocompletion_text_2,False,innere,1621444591.8986573,1621444591.33379,0.5648672580718994
EventTypes.KEY_PRESSED,1621444592.415829,1,no_autocompletion_text_2,False,i,1621444592.4158306,1621444592.4158309,0
EventTypes.KEY_PRESSED,1621444592.5389233,1,no_autocompletion_text_2,False,n,1621444592.5389245,1621444592.5389252,0
EventTypes.KEY_PRESSED,1621444592.687464,1,no_autocompletion_text_2,False,n,1621444592.687466,1621444592.6874669,0
EventTypes.KEY_PRESSED,1621444592.7926834,1,no_autocompletion_text_2,False,e,1621444592.792685,1621444592.7926857,0
EventTypes.KEY_PRESSED,1621444592.8890164,1,no_autocompletion_text_2,False,r,1621444592.8890178,1621444592.8890183,0
EventTypes.KEY_PRESSED,1621444593.1816652,1,no_autocompletion_text_2,False,e,1621444593.1816669,1621444593.181667,0
EventTypes.KEY_PRESSED,1621444593.3541439,1,no_autocompletion_text_2,False, ,1621444593.3541455,1621444593.354146,0
EventTypes.WORD_TYPED,1621444593.3542192,1,no_autocompletion_text_2,False,Heiligtum,1621444593.3542173,1621444592.4163833,0.9378340244293213
EventTypes.KEY_PRESSED,1621444593.8232517,1,no_autocompletion_text_2,False,,1621444593.823254,1621444593.8232543,0
EventTypes.KEY_PRESSED,1621444593.9490938,1,no_autocompletion_text_2,False,H,1621444593.9490955,1621444593.9490957,0
EventTypes.KEY_PRESSED,1621444594.0948548,1,no_autocompletion_text_2,False,e,1621444594.0948567,1621444594.094857,0
EventTypes.KEY_PRESSED,1621444594.20946,1,no_autocompletion_text_2,False,i,1621444594.2094626,1621444594.2094631,0
EventTypes.KEY_PRESSED,1621444594.3767037,1,no_autocompletion_text_2,False,l,1621444594.376705,1621444594.3767052,0
EventTypes.KEY_PRESSED,1621444594.6281865,1,no_autocompletion_text_2,False,i,1621444594.6281884,1621444594.6281888,0
EventTypes.KEY_PRESSED,1621444594.8950279,1,no_autocompletion_text_2,False,g,1621444594.8950298,1621444594.89503,0
EventTypes.KEY_PRESSED,1621444595.4782882,1,no_autocompletion_text_2,False,t,1621444595.4782915,1621444595.478292,0
EventTypes.KEY_PRESSED,1621444595.656132,1,no_autocompletion_text_2,False,u,1621444595.6561344,1621444595.6561346,0
EventTypes.KEY_PRESSED,1621444595.9610505,1,no_autocompletion_text_2,False,m,1621444595.9610522,1621444595.9610522,0
EventTypes.KEY_PRESSED,1621444596.3881178,1,no_autocompletion_text_2,False, ,1621444596.3881192,1621444596.3881192,0
EventTypes.WORD_TYPED,1621444596.388207,1,no_autocompletion_text_2,False,stehlen,1621444596.3881888,1621444593.9491796,2.439009189605713
EventTypes.KEY_PRESSED,1621444596.540957,1,no_autocompletion_text_2,False,s,1621444596.5409591,1621444596.5409596,0
EventTypes.KEY_PRESSED,1621444596.6847456,1,no_autocompletion_text_2,False,t,1621444596.684747,1621444596.684747,0
EventTypes.KEY_PRESSED,1621444597.22378,1,no_autocompletion_text_2,False,e,1621444597.223782,1621444597.2237823,0
EventTypes.KEY_PRESSED,1621444597.3298602,1,no_autocompletion_text_2,False,h,1621444597.3298616,1621444597.3298616,0
EventTypes.KEY_PRESSED,1621444597.5118089,1,no_autocompletion_text_2,False,l,1621444597.5118113,1621444597.5118115,0
EventTypes.KEY_PRESSED,1621444597.6863832,1,no_autocompletion_text_2,False,e,1621444597.6863847,1621444597.686385,0
EventTypes.KEY_PRESSED,1621444597.7874408,1,no_autocompletion_text_2,False,n,1621444597.787443,1621444597.787443,0
EventTypes.KEY_PRESSED,1621444598.2993462,1,no_autocompletion_text_2,False,",",1621444598.2993474,1621444598.2993474,0
EventTypes.WORD_TYPED,1621444598.2994199,1,no_autocompletion_text_2,False,ich,1621444598.299418,1621444596.5410542,1.7583637237548828
EventTypes.KEY_PRESSED,1621444598.3983076,1,no_autocompletion_text_2,False, ,1621444598.3983092,1621444598.3983095,0
EventTypes.KEY_PRESSED,1621444598.5770726,1,no_autocompletion_text_2,False,i,1621444598.5770743,1621444598.5770748,0
EventTypes.KEY_PRESSED,1621444598.7391381,1,no_autocompletion_text_2,False,c,1621444598.7391403,1621444598.7391412,0
EventTypes.KEY_PRESSED,1621444598.8073,1,no_autocompletion_text_2,False,h,1621444598.807302,1621444598.8073025,0
EventTypes.KEY_PRESSED,1621444598.95396,1,no_autocompletion_text_2,False, ,1621444598.9539616,1621444598.9539623,0
EventTypes.WORD_TYPED,1621444598.9541378,1,no_autocompletion_text_2,False,dann,1621444598.9541345,1621444598.5771582,0.37697625160217285
EventTypes.KEY_PRESSED,1621444599.1676803,1,no_autocompletion_text_2,False,d,1621444599.1676826,1621444599.1676831,0
EventTypes.KEY_PRESSED,1621444599.3308597,1,no_autocompletion_text_2,False,a,1621444599.3308623,1621444599.3308628,0
EventTypes.KEY_PRESSED,1621444599.3574538,1,no_autocompletion_text_2,False,n,1621444599.3574553,1621444599.3574557,0
EventTypes.KEY_PRESSED,1621444599.5819716,1,no_autocompletion_text_2,False,n,1621444599.581973,1621444599.5819733,0
EventTypes.KEY_PRESSED,1621444599.7143466,1,no_autocompletion_text_2,False,n,1621444599.7143486,1621444599.7143488,0
EventTypes.KEY_PRESSED,1621444599.9344337,1,no_autocompletion_text_2,False, ,1621444599.9344363,1621444599.9344368,0
EventTypes.WORD_TYPED,1621444599.9345167,1,no_autocompletion_text_2,False,im,1621444599.9345145,1621444599.1678228,0.7666916847229004
EventTypes.KEY_PRESSED,1621444600.0733585,1,no_autocompletion_text_2,False,i,1621444600.0733604,1621444600.0733607,0
EventTypes.KEY_PRESSED,1621444600.2543483,1,no_autocompletion_text_2,False,m,1621444600.2543504,1621444600.2543504,0
EventTypes.KEY_PRESSED,1621444600.3508203,1,no_autocompletion_text_2,False, ,1621444600.350823,1621444600.3508232,0
EventTypes.WORD_TYPED,1621444600.3509455,1,no_autocompletion_text_2,False,hohen,1621444600.350941,1621444600.0735137,0.27742719650268555
EventTypes.KEY_PRESSED,1621444600.6108813,1,no_autocompletion_text_2,False,h,1621444600.6108832,1621444600.6108842,0
EventTypes.KEY_PRESSED,1621444600.7591972,1,no_autocompletion_text_2,False,i,1621444600.759199,1621444600.7591994,0
EventTypes.KEY_PRESSED,1621444601.3087792,1,no_autocompletion_text_2,False,,1621444601.308781,1621444601.3087811,0
EventTypes.KEY_PRESSED,1621444601.5229943,1,no_autocompletion_text_2,False,o,1621444601.5229955,1621444601.522996,0
EventTypes.KEY_PRESSED,1621444601.6256924,1,no_autocompletion_text_2,False,h,1621444601.625695,1621444601.6256955,0
EventTypes.KEY_PRESSED,1621444601.9014106,1,no_autocompletion_text_2,False,e,1621444601.9014122,1621444601.901413,0
EventTypes.KEY_PRESSED,1621444602.0540676,1,no_autocompletion_text_2,False,m,1621444602.05407,1621444602.0540707,0
EventTypes.KEY_PRESSED,1621444602.179589,1,no_autocompletion_text_2,False, ,1621444602.1795907,1621444602.1795912,0
EventTypes.WORD_TYPED,1621444602.179661,1,no_autocompletion_text_2,False,Grase,1621444602.1796587,1621444601.5230815,0.6565771102905273
EventTypes.KEY_PRESSED,1621444602.450413,1,no_autocompletion_text_2,False,,1621444602.4504151,1621444602.4504151,0
EventTypes.KEY_PRESSED,1621444602.4531972,1,no_autocompletion_text_2,False,G,1621444602.4531991,1621444602.4531991,0
EventTypes.KEY_PRESSED,1621444602.884266,1,no_autocompletion_text_2,False,r,1621444602.8842676,1621444602.8842678,0
EventTypes.KEY_PRESSED,1621444603.0329776,1,no_autocompletion_text_2,False,a,1621444603.0329797,1621444603.03298,0
EventTypes.KEY_PRESSED,1621444603.2775478,1,no_autocompletion_text_2,False,s,1621444603.27755,1621444603.2775507,0
EventTypes.KEY_PRESSED,1621444603.3624048,1,no_autocompletion_text_2,False,e,1621444603.3624065,1621444603.3624067,0
EventTypes.KEY_PRESSED,1621444603.5499105,1,no_autocompletion_text_2,False, ,1621444603.549912,1621444603.5499122,0
EventTypes.WORD_TYPED,1621444603.5499866,1,no_autocompletion_text_2,False,am,1621444603.549984,1621444602.4532826,1.0967013835906982
EventTypes.KEY_PRESSED,1621444603.7036922,1,no_autocompletion_text_2,False,a,1621444603.7036939,1621444603.703694,0
EventTypes.KEY_PRESSED,1621444603.781743,1,no_autocompletion_text_2,False,m,1621444603.7817452,1621444603.7817457,0
EventTypes.KEY_PRESSED,1621444604.0418959,1,no_autocompletion_text_2,False, ,1621444604.0418975,1621444604.0418978,0
EventTypes.WORD_TYPED,1621444604.0419717,1,no_autocompletion_text_2,False,fallenden,1621444604.0419693,1621444603.7037773,0.3381919860839844
EventTypes.KEY_PRESSED,1621444604.354458,1,no_autocompletion_text_2,False,f,1621444604.3544593,1621444604.35446,0
EventTypes.KEY_PRESSED,1621444604.5661054,1,no_autocompletion_text_2,False,a,1621444604.5661077,1621444604.5661085,0
EventTypes.KEY_PRESSED,1621444604.6998632,1,no_autocompletion_text_2,False,l,1621444604.699865,1621444604.6998656,0
EventTypes.KEY_PRESSED,1621444604.855918,1,no_autocompletion_text_2,False,l,1621444604.8559194,1621444604.8559196,0
EventTypes.KEY_PRESSED,1621444604.9698322,1,no_autocompletion_text_2,False,e,1621444604.9698336,1621444604.969834,0
EventTypes.KEY_PRESSED,1621444605.0688293,1,no_autocompletion_text_2,False,n,1621444605.0688312,1621444605.068832,0
EventTypes.KEY_PRESSED,1621444605.1991684,1,no_autocompletion_text_2,False,d,1621444605.1991708,1621444605.1991715,0
EventTypes.KEY_PRESSED,1621444605.3631892,1,no_autocompletion_text_2,False,e,1621444605.363191,1621444605.3631914,0
EventTypes.KEY_PRESSED,1621444605.4701777,1,no_autocompletion_text_2,False,n,1621444605.4701796,1621444605.47018,0
EventTypes.KEY_PRESSED,1621444605.5851402,1,no_autocompletion_text_2,False, ,1621444605.5851417,1621444605.5851424,0
EventTypes.WORD_TYPED,1621444605.5852165,1,no_autocompletion_text_2,False,Bache,1621444605.585214,1621444604.354544,1.2306699752807617
EventTypes.KEY_PRESSED,1621444605.9844573,1,no_autocompletion_text_2,False,,1621444605.9844592,1621444605.9844596,0
EventTypes.KEY_PRESSED,1621444606.3357384,1,no_autocompletion_text_2,False,B,1621444606.33574,1621444606.3357403,0
EventTypes.KEY_PRESSED,1621444606.527191,1,no_autocompletion_text_2,False,a,1621444606.5271924,1621444606.5271924,0
EventTypes.KEY_PRESSED,1621444606.7287962,1,no_autocompletion_text_2,False,c,1621444606.7287977,1621444606.7287977,0
EventTypes.KEY_PRESSED,1621444606.8525152,1,no_autocompletion_text_2,False,h,1621444606.852517,1621444606.852517,0
EventTypes.KEY_PRESSED,1621444606.954444,1,no_autocompletion_text_2,False,e,1621444606.9544456,1621444606.9544456,0
EventTypes.KEY_PRESSED,1621444607.2508059,1,no_autocompletion_text_2,False, ,1621444607.2508075,1621444607.2508075,0
EventTypes.WORD_TYPED,1621444607.2508795,1,no_autocompletion_text_2,False,liege,1621444607.250877,1621444606.335823,0.9150538444519043
EventTypes.KEY_PRESSED,1621444607.4216049,1,no_autocompletion_text_2,False,l,1621444607.4216075,1621444607.4216077,0
EventTypes.KEY_PRESSED,1621444607.5635931,1,no_autocompletion_text_2,False,i,1621444607.563595,1621444607.5635953,0
EventTypes.KEY_PRESSED,1621444607.6157217,1,no_autocompletion_text_2,False,e,1621444607.6157234,1621444607.6157236,0
EventTypes.KEY_PRESSED,1621444607.7995791,1,no_autocompletion_text_2,False,g,1621444607.7995808,1621444607.7995815,0
EventTypes.KEY_PRESSED,1621444607.908097,1,no_autocompletion_text_2,False,e,1621444607.9080987,1621444607.9080987,0
EventTypes.KEY_PRESSED,1621444608.0503535,1,no_autocompletion_text_2,False,n,1621444608.0503554,1621444608.0503557,0
EventTypes.KEY_PRESSED,1621444608.8065984,1,no_autocompletion_text_2,False,.,1621444608.8065999,1621444608.8066,0
EventTypes.WORD_TYPED,1621444608.806672,1,no_autocompletion_text_2,False,None,1621444608.8066702,1621444607.4219294,1.3847408294677734
EventTypes.SENTENCE_TYPED,1621444608.8066945,1,no_autocompletion_text_2,False,"Wenn das liebe Tal um mich dampft, und die hohe Sonne an der Oberfläche der undurchdringlichen Finsternis meines Waldes ruht, und nur einzelne Strahlen sich in das innere Heiligtum stehlen, ich dann im hohen Grase am fallenden Bache liege.",1621444608.8066933,1621444550.4517329,58.354960441589355
EventTypes.TEST_FINISHED,1621444608.8067176,1,no_autocompletion_text_2,False,"Ich könnte jetzt nicht zeichnen, nicht einen Strich, und bin nie ein größerer Maler gewesen als in diesen Augenblicken. Wenn das liebe Tal um mich dampft, und die hohe Sonne an der Oberfläche der undurchdringlichen Finsternis meines Waldes ruht, und nur einzelne Strahlen sich in das innere Heiligtum stehlen, ich dann im hohen Grase am fallenden Bache liege.",1621444608.8067164,1621444525.5421312,83.26458525657654
EventTypes.KEY_PRESSED,1621444680.269509,2,no_autocompletion_text_1,False,,1621444680.2695107,1621444680.2695112,0
EventTypes.KEY_PRESSED,1621444680.3472288,2,no_autocompletion_text_1,False,E,1621444680.34723,1621444680.3472304,0
EventTypes.KEY_PRESSED,1621444680.5651584,2,no_autocompletion_text_1,False,i,1621444680.5651603,1621444680.5651608,0
EventTypes.KEY_PRESSED,1621444680.7001965,2,no_autocompletion_text_1,False,n,1621444680.7001982,1621444680.7001984,0
EventTypes.KEY_PRESSED,1621444680.8117812,2,no_autocompletion_text_1,False,e,1621444680.811784,1621444680.8117847,0
EventTypes.KEY_PRESSED,1621444681.0225408,2,no_autocompletion_text_1,False, ,1621444681.0225422,1621444681.022543,0
EventTypes.WORD_TYPED,1621444681.0226133,2,no_autocompletion_text_1,False,Eine,1621444681.0226111,1621444680.3473146,0.6752965450286865
EventTypes.KEY_PRESSED,1621444681.218128,2,no_autocompletion_text_1,False,w,1621444681.2181296,1621444681.21813,0
EventTypes.KEY_PRESSED,1621444681.4025505,2,no_autocompletion_text_1,False,u,1621444681.4025524,1621444681.4025528,0
EventTypes.KEY_PRESSED,1621444681.577776,2,no_autocompletion_text_1,False,n,1621444681.577778,1621444681.577779,0
EventTypes.KEY_PRESSED,1621444681.644187,2,no_autocompletion_text_1,False,d,1621444681.6441886,1621444681.6441891,0
EventTypes.KEY_PRESSED,1621444681.8091426,2,no_autocompletion_text_1,False,e,1621444681.8091443,1621444681.8091447,0
EventTypes.KEY_PRESSED,1621444681.9008873,2,no_autocompletion_text_1,False,r,1621444681.900889,1621444681.9008894,0
EventTypes.KEY_PRESSED,1621444682.1519988,2,no_autocompletion_text_1,False,b,1621444682.1520007,1621444682.1520016,0
EventTypes.KEY_PRESSED,1621444682.2851017,2,no_autocompletion_text_1,False,a,1621444682.285103,1621444682.2851036,0
EventTypes.KEY_PRESSED,1621444682.403587,2,no_autocompletion_text_1,False,r,1621444682.4035885,1621444682.403589,0
EventTypes.KEY_PRESSED,1621444682.569676,2,no_autocompletion_text_1,False,e,1621444682.5696778,1621444682.5696783,0
EventTypes.KEY_PRESSED,1621444682.7388277,2,no_autocompletion_text_1,False, ,1621444682.7388296,1621444682.7388303,0
EventTypes.WORD_TYPED,1621444682.7389524,2,no_autocompletion_text_1,False,wunderbare,1621444682.7389495,1621444681.2182117,1.520737886428833
EventTypes.KEY_PRESSED,1621444683.186029,2,no_autocompletion_text_1,False,,1621444683.1860309,1621444683.186031,0
EventTypes.KEY_PRESSED,1621444683.2422957,2,no_autocompletion_text_1,False,H,1621444683.2422984,1621444683.242299,0
EventTypes.KEY_PRESSED,1621444683.499714,2,no_autocompletion_text_1,False,e,1621444683.4997156,1621444683.4997158,0
EventTypes.KEY_PRESSED,1621444683.6667914,2,no_autocompletion_text_1,False,i,1621444683.6667926,1621444683.666793,0
EventTypes.KEY_PRESSED,1621444683.7591758,2,no_autocompletion_text_1,False,t,1621444683.7591774,1621444683.759178,0
EventTypes.KEY_PRESSED,1621444683.953468,2,no_autocompletion_text_1,False,e,1621444683.9534698,1621444683.9534702,0
EventTypes.KEY_PRESSED,1621444684.0461414,2,no_autocompletion_text_1,False,r,1621444684.046143,1621444684.0461433,0
EventTypes.KEY_PRESSED,1621444684.332625,2,no_autocompletion_text_1,False,k,1621444684.3326263,1621444684.3326266,0
EventTypes.KEY_PRESSED,1621444684.4438162,2,no_autocompletion_text_1,False,e,1621444684.4438193,1621444684.4438198,0
EventTypes.KEY_PRESSED,1621444684.5980616,2,no_autocompletion_text_1,False,i,1621444684.598063,1621444684.5980635,0
EventTypes.KEY_PRESSED,1621444684.6520622,2,no_autocompletion_text_1,False,t,1621444684.652064,1621444684.6520643,0
EventTypes.KEY_PRESSED,1621444685.0259693,2,no_autocompletion_text_1,False, ,1621444685.0259712,1621444685.0259717,0
EventTypes.WORD_TYPED,1621444685.026066,2,no_autocompletion_text_1,False,Heiterkeit,1621444685.026064,1621444683.2424402,1.7836236953735352
EventTypes.KEY_PRESSED,1621444685.4814727,2,no_autocompletion_text_1,False,h,1621444685.481475,1621444685.4814758,0
EventTypes.KEY_PRESSED,1621444685.6207159,2,no_autocompletion_text_1,False,a,1621444685.6207182,1621444685.6207192,0
EventTypes.KEY_PRESSED,1621444685.7724175,2,no_autocompletion_text_1,False,t,1621444685.7724192,1621444685.77242,0
EventTypes.KEY_PRESSED,1621444685.880603,2,no_autocompletion_text_1,False, ,1621444685.880605,1621444685.8806057,0
EventTypes.WORD_TYPED,1621444685.8806927,2,no_autocompletion_text_1,False,hat,1621444685.8806903,1621444685.4816132,0.3990771770477295
EventTypes.KEY_PRESSED,1621444686.0440621,2,no_autocompletion_text_1,False,m,1621444686.044112,1621444686.0441127,0
EventTypes.KEY_PRESSED,1621444686.2129107,2,no_autocompletion_text_1,False,e,1621444686.2129128,1621444686.2129135,0
EventTypes.KEY_PRESSED,1621444686.3275332,2,no_autocompletion_text_1,False,i,1621444686.327536,1621444686.3275368,0
EventTypes.KEY_PRESSED,1621444686.4719183,2,no_autocompletion_text_1,False,n,1621444686.4719195,1621444686.47192,0
EventTypes.KEY_PRESSED,1621444686.5202138,2,no_autocompletion_text_1,False,e,1621444686.5202155,1621444686.5202157,0
EventTypes.KEY_PRESSED,1621444686.6679387,2,no_autocompletion_text_1,False, ,1621444686.6679404,1621444686.6679409,0
EventTypes.WORD_TYPED,1621444686.6680114,2,no_autocompletion_text_1,False,meine,1621444686.6680098,1621444686.044221,0.6237888336181641
EventTypes.KEY_PRESSED,1621444687.0422418,2,no_autocompletion_text_1,False,g,1621444687.0422435,1621444687.042244,0
EventTypes.KEY_PRESSED,1621444687.3706098,2,no_autocompletion_text_1,False,a,1621444687.3706114,1621444687.3706117,0
EventTypes.KEY_PRESSED,1621444687.466547,2,no_autocompletion_text_1,False,n,1621444687.4665494,1621444687.46655,0
EventTypes.KEY_PRESSED,1621444687.7173831,2,no_autocompletion_text_1,False,z,1621444687.717386,1621444687.7173865,0
EventTypes.KEY_PRESSED,1621444687.7833252,2,no_autocompletion_text_1,False,e,1621444687.7833269,1621444687.7833276,0
EventTypes.KEY_PRESSED,1621444687.927691,2,no_autocompletion_text_1,False, ,1621444687.9276934,1621444687.9276938,0
EventTypes.WORD_TYPED,1621444687.927788,2,no_autocompletion_text_1,False,ganze,1621444687.9277844,1621444687.0423324,0.8854520320892334
EventTypes.KEY_PRESSED,1621444688.2783537,2,no_autocompletion_text_1,False,,1621444688.278355,1621444688.2783554,0
EventTypes.KEY_PRESSED,1621444688.318051,2,no_autocompletion_text_1,False,S,1621444688.3180523,1621444688.3180528,0
EventTypes.KEY_PRESSED,1621444688.441828,2,no_autocompletion_text_1,False,e,1621444688.4418302,1621444688.4418306,0
EventTypes.KEY_PRESSED,1621444688.7885833,2,no_autocompletion_text_1,False,e,1621444688.788586,1621444688.7885869,0
EventTypes.KEY_PRESSED,1621444688.961964,2,no_autocompletion_text_1,False,l,1621444688.9619658,1621444688.9619663,0
EventTypes.KEY_PRESSED,1621444689.1175833,2,no_autocompletion_text_1,False,e,1621444689.1175852,1621444689.1175857,0
EventTypes.KEY_PRESSED,1621444689.3594325,2,no_autocompletion_text_1,False, ,1621444689.3594353,1621444689.3594363,0
EventTypes.WORD_TYPED,1621444689.3595536,2,no_autocompletion_text_1,False,Seele,1621444689.35955,1621444688.3181305,1.041419506072998
EventTypes.KEY_PRESSED,1621444689.6094992,2,no_autocompletion_text_1,False,e,1621444689.6095006,1621444689.6095011,0
EventTypes.KEY_PRESSED,1621444689.6924458,2,no_autocompletion_text_1,False,i,1621444689.692448,1621444689.692449,0
EventTypes.KEY_PRESSED,1621444689.8139079,2,no_autocompletion_text_1,False,n,1621444689.8139095,1621444689.81391,0
EventTypes.KEY_PRESSED,1621444689.9041464,2,no_autocompletion_text_1,False,g,1621444689.9041483,1621444689.904149,0
EventTypes.KEY_PRESSED,1621444689.9979017,2,no_autocompletion_text_1,False,e,1621444689.9979033,1621444689.9979036,0
EventTypes.KEY_PRESSED,1621444690.1213005,2,no_autocompletion_text_1,False,n,1621444690.1213024,1621444690.1213026,0
EventTypes.KEY_PRESSED,1621444690.3099163,2,no_autocompletion_text_1,False,o,1621444690.3099174,1621444690.309918,0
EventTypes.KEY_PRESSED,1621444690.4906466,2,no_autocompletion_text_1,False,m,1621444690.4906826,1621444690.4906833,0
EventTypes.KEY_PRESSED,1621444690.633197,2,no_autocompletion_text_1,False,m,1621444690.6331985,1621444690.6331992,0
EventTypes.KEY_PRESSED,1621444690.7833154,2,no_autocompletion_text_1,False,e,1621444690.7833178,1621444690.7833185,0
EventTypes.KEY_PRESSED,1621444690.883155,2,no_autocompletion_text_1,False,n,1621444690.883158,1621444690.8831587,0
EventTypes.KEY_PRESSED,1621444691.4306679,2,no_autocompletion_text_1,False,",",1621444691.4306695,1621444691.43067,0
EventTypes.WORD_TYPED,1621444691.4308407,2,no_autocompletion_text_1,False,eingenommen,1621444691.4308388,1621444689.6095824,1.821256399154663
EventTypes.KEY_PRESSED,1621444691.490506,2,no_autocompletion_text_1,False, ,1621444691.4905088,1621444691.4905093,0
EventTypes.KEY_PRESSED,1621444691.7031841,2,no_autocompletion_text_1,False,g,1621444691.7031856,1621444691.703186,0
EventTypes.KEY_PRESSED,1621444691.9883745,2,no_autocompletion_text_1,False,l,1621444691.9883776,1621444691.9883783,0
EventTypes.KEY_PRESSED,1621444692.097628,2,no_autocompletion_text_1,False,e,1621444692.09763,1621444692.0976303,0
EventTypes.KEY_PRESSED,1621444692.2705333,2,no_autocompletion_text_1,False,i,1621444692.2705362,1621444692.2705367,0
EventTypes.KEY_PRESSED,1621444692.5503566,2,no_autocompletion_text_1,False,c,1621444692.5503585,1621444692.5503588,0
EventTypes.KEY_PRESSED,1621444692.630437,2,no_autocompletion_text_1,False,h,1621444692.6304393,1621444692.6304395,0
EventTypes.KEY_PRESSED,1621444692.8025403,2,no_autocompletion_text_1,False, ,1621444692.8025424,1621444692.802543,0
EventTypes.WORD_TYPED,1621444692.8026357,2,no_autocompletion_text_1,False,gleich,1621444692.802633,1621444691.7032673,1.0993657112121582
EventTypes.KEY_PRESSED,1621444693.384972,2,no_autocompletion_text_1,False,d,1621444693.384974,1621444693.3849745,0
EventTypes.KEY_PRESSED,1621444693.6358728,2,no_autocompletion_text_1,False,e,1621444693.6358752,1621444693.6358764,0
EventTypes.KEY_PRESSED,1621444693.7258453,2,no_autocompletion_text_1,False,n,1621444693.7258468,1621444693.7258472,0
EventTypes.KEY_PRESSED,1621444693.826955,2,no_autocompletion_text_1,False, ,1621444693.8269575,1621444693.8269584,0
EventTypes.WORD_TYPED,1621444693.8270772,2,no_autocompletion_text_1,False,den,1621444693.8270736,1621444693.3850794,0.44199419021606445
EventTypes.KEY_PRESSED,1621444694.043724,2,no_autocompletion_text_1,False,s,1621444694.0437255,1621444694.043726,0
EventTypes.KEY_PRESSED,1621444694.9500093,2,no_autocompletion_text_1,False,ü,1621444694.9500105,1621444694.9500113,0
EventTypes.KEY_PRESSED,1621444695.1314757,2,no_autocompletion_text_1,False,ß,1621444695.1314776,1621444695.131478,0
EventTypes.KEY_PRESSED,1621444695.2101898,2,no_autocompletion_text_1,False,e,1621444695.2101922,1621444695.210193,0
EventTypes.KEY_PRESSED,1621444695.3490028,2,no_autocompletion_text_1,False,n,1621444695.3490052,1621444695.3490062,0
